Calories,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
40,female,63,175.0,72.0,9.0,86.0,39.2
4,female,59,169.0,69.0,1.0,82.0,38.0
150,male,23,177.0,85.0,22.0,113.0,40.7
10,female,48,154.0,57.0,2.0,91.0,38.6
28,female,54,154.0,58.0,7.0,82.0,39.4
185,male,45,187.0,91.0,25.0,109.0,41.0
56,male,24,174.0,80.0,12.0,99.0,40.1
77,female,26,176.0,63.0,17.0,92.0,40.5
62,female,79,158.0,62.0,13.0,85.0,40.0
56,female,59,154.0,55.0,9.0,101.0,39.7
25,female,55,164.0,63.0,6.0,84.0,39.3
73,male,28,169.0,75.0,15.0,100.0,40.6
33,female,23,148.0,47.0,8.0,87.0,39.5
3,male,41,178.0,84.0,1.0,79.0,37.7
181,female,50,160.0,53.0,27.0,107.0,40.8
85,female,35,143.0,44.0,16.0,95.0,40.1
149,female,20,157.0,56.0,26.0,103.0,40.4
96,male,57,180.0,87.0,19.0,90.0,40.2
38,female,24,170.0,67.0,8.0,95.0,39.4
68,female,63,155.0,58.0,14.0,88.0,40.2
211,female,64,148.0,50.0,28.0,112.0,40.8
48,male,27,178.0,81.0,11.0,96.0,40.0
7,female,29,160.0,60.0,2.0,80.0,38.2
25,male,26,169.0,73.0,10.0,85.0,39.8
71,female,68,162.0,59.0,13.0,93.0,40.0
190,female,46,151.0,51.0,28.0,108.0,40.9
99,male,25,181.0,84.0,19.0,102.0,40.6
60,male,73,179.0,87.0,10.0,91.0,39.6
12,female,41,157.0,59.0,3.0,85.0,38.6
135,male,71,186.0,82.0,19.0,100.0,40.2
104,female,59,135.0,38.0,17.0,98.0,40.4
5,female,67,173.0,73.0,1.0,88.0,38.0
181,male,57,175.0,82.0,22.0,112.0,40.2
16,male,43,175.0,79.0,5.0,83.0,39.4
167,male,73,188.0,95.0,21.0,103.0,40.4
169,female,33,170.0,64.0,28.0,105.0,40.6
144,male,42,182.0,87.0,21.0,107.0,40.1
168,male,52,201.0,105.0,23.0,104.0,40.7
211,male,73,184.0,82.0,27.0,104.0,40.7
40,male,22,181.0,78.0,15.0,87.0,40.3
165,female,45,158.0,57.0,24.0,110.0,40.5
49,male,39,174.0,76.0,17.0,83.0,40.5
161,female,47,174.0,73.0,28.0,101.0,40.9
94,male,67,212.0,124.0,16.0,87.0,40.1
72,male,48,186.0,85.0,17.0,88.0,40.6
19,female,75,157.0,61.0,5.0,77.0,39.2
174,male,34,184.0,84.0,30.0,103.0,40.7
53,male,20,192.0,91.0,12.0,97.0,40.1
55,female,27,162.0,58.0,13.0,88.0,40.3
22,male,36,185.0,79.0,6.0,89.0,39.1
56,female,21,165.0,61.0,15.0,85.0,40.4
4,male,22,189.0,93.0,3.0,76.0,38.4
79,female,31,179.0,73.0,18.0,91.0,40.3
98,male,31,191.0,94.0,19.0,98.0,40.3
5,male,21,179.0,74.0,3.0,81.0,38.6
64,female,25,166.0,68.0,12.0,100.0,40.2
26,female,50,177.0,73.0,6.0,88.0,39.3
57,male,31,192.0,96.0,12.0,95.0,40.4
79,male,45,190.0,87.0,14.0,98.0,40.0
101,female,30,160.0,59.0,19.0,98.0,40.6
131,male,74,200.0,109.0,17.0,99.0,40.1
215,male,57,182.0,84.0,28.0,108.0,40.9
142,female,41,188.0,79.0,25.0,102.0,40.4
111,male,72,195.0,99.0,15.0,99.0,40.4
249,male,67,186.0,89.0,29.0,110.0,41.1
242,male,47,182.0,89.0,30.0,113.0,41.1
119,female,55,170.0,72.0,21.0,99.0,40.7
104,male,77,203.0,102.0,15.0,94.0,40.1
20,male,58,172.0,77.0,6.0,80.0,39.3
54,female,29,176.0,67.0,13.0,88.0,40.1
36,female,52,165.0,65.0,7.0,93.0,39.0
186,male,68,183.0,90.0,24.0,104.0,40.8
42,male,37,182.0,82.0,11.0,89.0,39.8
60,female,36,167.0,69.0,12.0,95.0,39.8
57,female,39,163.0,60.0,12.0,91.0,40.2
44,female,20,155.0,51.0,11.0,86.0,39.9
55,female,21,167.0,64.0,13.0,90.0,40.1
7,male,31,193.0,98.0,2.0,87.0,38.5
99,female,38,162.0,60.0,19.0,96.0,40.5
103,female,21,180.0,75.0,20.0,100.0,40.6
28,female,49,171.0,64.0,6.0,89.0,39.6
19,male,31,179.0,82.0,6.0,87.0,39.1
53,female,28,159.0,56.0,11.0,93.0,40.0
179,female,54,162.0,59.0,24.0,114.0,40.8
185,male,33,186.0,83.0,24.0,116.0,40.3
53,male,67,181.0,84.0,9.0,93.0,39.9
93,female,22,163.0,59.0,16.0,104.0,40.1
142,female,49,172.0,69.0,23.0,104.0,40.7
152,male,46,171.0,73.0,26.0,101.0,40.7
54,female,43,166.0,66.0,12.0,89.0,40.1
26,female,40,160.0,59.0,7.0,81.0,39.8
106,female,32,163.0,66.0,19.0,101.0,40.7
28,male,54,186.0,90.0,7.0,84.0,39.4
118,male,25,193.0,86.0,23.0,101.0,40.5
183,female,58,167.0,62.0,28.0,105.0,40.7
57,male,74,189.0,87.0,9.0,93.0,39.8
17,male,43,184.0,88.0,4.0,89.0,39.2
132,male,54,180.0,79.0,19.0,105.0,40.3
4,female,47,173.0,69.0,1.0,80.0,37.3
156,female,41,149.0,54.0,26.0,102.0,40.7
28,male,22,194.0,93.0,8.0,90.0,39.6
155,female,64,163.0,60.0,24.0,103.0,40.4
88,female,53,177.0,77.0,17.0,95.0,40.1
9,male,22,163.0,62.0,4.0,86.0,38.3
36,female,32,153.0,55.0,8.0,89.0,39.5
32,female,56,162.0,66.0,7.0,88.0,39.4
33,female,51,180.0,76.0,8.0,86.0,39.3
145,female,53,171.0,68.0,24.0,102.0,41.1
102,male,22,186.0,81.0,21.0,101.0,40.3
79,female,24,157.0,56.0,15.0,98.0,39.7
58,female,20,162.0,57.0,12.0,95.0,39.8
125,female,22,150.0,52.0,22.0,102.0,40.7
195,male,39,165.0,69.0,30.0,108.0,41.0
47,female,49,161.0,57.0,10.0,89.0,40.2
133,male,68,190.0,99.0,19.0,98.0,40.4
134,male,37,172.0,77.0,22.0,105.0,40.5
219,female,41,180.0,73.0,29.0,119.0,41.1
208,male,44,192.0,94.0,28.0,109.0,41.1
121,male,36,197.0,96.0,23.0,97.0,40.4
178,male,44,173.0,69.0,27.0,107.0,40.9
122,female,48,175.0,69.0,21.0,101.0,40.3
68,male,22,200.0,104.0,17.0,92.0,40.3
48,female,64,170.0,69.0,11.0,85.0,39.7
159,female,39,174.0,74.0,26.0,106.0,40.8
79,female,52,169.0,70.0,14.0,99.0,40.4
110,male,20,193.0,98.0,22.0,100.0,40.7
19,female,38,157.0,57.0,5.0,83.0,39.3
105,female,64,167.0,64.0,17.0,101.0,40.1
209,male,65,204.0,112.0,25.0,106.0,40.9
171,male,21,173.0,71.0,28.0,111.0,40.9
70,female,44,180.0,74.0,13.0,98.0,39.9
147,female,67,191.0,91.0,26.0,99.0,40.7
59,female,59,156.0,56.0,10.0,98.0,39.9
145,male,51,187.0,91.0,24.0,98.0,40.9
194,female,64,176.0,77.0,27.0,112.0,40.8
51,male,27,180.0,83.0,13.0,93.0,40.2
83,male,58,199.0,102.0,15.0,91.0,40.4
170,female,63,173.0,67.0,24.0,110.0,40.6
145,female,59,154.0,56.0,23.0,102.0,40.8
158,female,43,152.0,56.0,25.0,105.0,40.6
122,female,50,165.0,71.0,21.0,101.0,40.4
14,female,65,137.0,41.0,3.0,83.0,38.7
158,male,49,177.0,78.0,23.0,106.0,40.9
90,female,44,168.0,70.0,18.0,94.0,40.3
60,male,42,179.0,81.0,16.0,87.0,40.3
130,female,52,161.0,64.0,24.0,96.0,41.0
30,female,79,166.0,71.0,5.0,98.0,38.9
101,male,45,183.0,85.0,17.0,100.0,40.2
51,male,36,184.0,93.0,11.0,93.0,39.8
25,female,39,181.0,78.0,6.0,88.0,39.4
25,male,59,169.0,76.0,8.0,78.0,39.4
22,male,36,183.0,88.0,6.0,88.0,38.8
55,female,78,152.0,57.0,12.0,83.0,40.0
238,male,38,190.0,94.0,28.0,118.0,40.7
2,male,22,207.0,110.0,1.0,81.0,37.8
234,male,71,187.0,92.0,27.0,109.0,40.4
61,male,55,194.0,100.0,11.0,92.0,39.4
15,male,40,190.0,90.0,4.0,86.0,39.1
36,female,44,148.0,53.0,8.0,87.0,39.8
11,female,37,176.0,73.0,3.0,82.0,38.8
183,male,55,180.0,86.0,26.0,104.0,40.3
192,female,45,159.0,65.0,27.0,113.0,40.8
117,female,20,155.0,60.0,21.0,102.0,40.5
25,male,36,200.0,100.0,7.0,85.0,39.5
92,female,37,144.0,47.0,17.0,96.0,40.0
142,male,46,180.0,78.0,25.0,99.0,40.7
50,male,55,194.0,102.0,10.0,88.0,40.0
2,male,29,177.0,81.0,1.0,78.0,37.7
218,male,75,196.0,99.0,29.0,99.0,41.0
130,male,34,178.0,80.0,21.0,106.0,40.4
72,male,33,188.0,83.0,17.0,93.0,40.5
131,female,50,155.0,59.0,18.0,113.0,40.3
14,male,34,179.0,73.0,5.0,85.0,39.2
42,female,52,179.0,76.0,9.0,90.0,39.8
69,female,32,188.0,77.0,17.0,88.0,40.7
24,male,23,191.0,96.0,7.0,89.0,39.0
158,female,67,175.0,74.0,25.0,103.0,41.0
127,male,58,212.0,111.0,20.0,95.0,40.3
161,male,60,173.0,79.0,26.0,98.0,40.7
39,female,25,157.0,59.0,11.0,82.0,39.7
260,male,43,205.0,113.0,28.0,119.0,41.0
16,male,62,185.0,86.0,3.0,90.0,38.5
43,male,52,175.0,82.0,9.0,91.0,39.6
100,female,57,159.0,52.0,17.0,98.0,40.4
55,male,20,173.0,71.0,13.0,99.0,40.1
4,female,40,165.0,61.0,1.0,86.0,38.0
137,male,24,163.0,66.0,19.0,118.0,40.5
11,male,30,203.0,99.0,3.0,87.0,38.5
115,female,58,185.0,80.0,19.0,103.0,40.4
75,female,75,143.0,49.0,15.0,86.0,40.3
1,male,21,180.0,76.0,1.0,74.0,37.6
50,male,33,193.0,91.0,13.0,89.0,40.3
1,male,22,183.0,84.0,1.0,76.0,37.8
53,male,24,190.0,95.0,13.0,93.0,40.2
42,male,68,178.0,77.0,8.0,89.0,39.8
205,male,78,195.0,97.0,25.0,103.0,40.5
74,female,25,151.0,57.0,15.0,95.0,40.2
99,female,42,178.0,74.0,19.0,97.0,40.4
13,female,60,189.0,83.0,3.0,86.0,38.3
165,male,67,189.0,94.0,23.0,100.0,40.8
34,female,25,159.0,60.0,7.0,94.0,39.4
61,male,73,185.0,88.0,10.0,92.0,39.7
146,female,43,164.0,63.0,23.0,106.0,40.9
203,female,38,166.0,61.0,28.0,115.0,40.8
88,male,37,186.0,88.0,15.0,102.0,39.9
172,male,48,192.0,88.0,24.0,107.0,40.8
28,male,65,201.0,104.0,7.0,78.0,39.6
17,male,30,178.0,76.0,8.0,81.0,39.9
106,male,23,186.0,86.0,24.0,97.0,41.0
6,female,24,170.0,64.0,2.0,79.0,38.1
27,female,47,149.0,54.0,6.0,87.0,39.5
22,male,29,181.0,78.0,6.0,91.0,39.3
131,female,53,165.0,67.0,21.0,104.0,40.8
184,female,53,166.0,68.0,29.0,105.0,40.8
165,female,55,157.0,57.0,27.0,101.0,40.8
44,female,55,169.0,71.0,9.0,91.0,39.7
13,female,71,160.0,63.0,3.0,83.0,38.7
70,female,52,161.0,64.0,16.0,86.0,40.3
133,male,38,172.0,70.0,24.0,102.0,40.6
17,female,48,166.0,70.0,4.0,87.0,38.8
133,female,20,151.0,46.0,25.0,98.0,40.8
27,female,33,156.0,56.0,6.0,89.0,39.4
121,female,42,160.0,61.0,20.0,103.0,40.6
48,male,52,187.0,95.0,10.0,89.0,39.8
30,male,73,175.0,79.0,6.0,86.0,39.4
138,male,33,177.0,80.0,25.0,102.0,40.5
51,female,30,163.0,63.0,14.0,83.0,40.3
44,male,66,187.0,93.0,9.0,85.0,40.1
15,male,25,174.0,76.0,5.0,88.0,39.4
146,male,35,173.0,70.0,27.0,102.0,40.8
113,male,22,191.0,85.0,27.0,96.0,40.9
97,female,41,159.0,60.0,18.0,97.0,40.8
214,male,31,213.0,108.0,29.0,111.0,41.1
8,female,49,180.0,80.0,2.0,83.0,38.5
19,male,37,170.0,69.0,5.0,91.0,39.1
92,male,41,176.0,70.0,17.0,100.0,40.5
72,male,77,206.0,106.0,10.0,95.0,40.0
133,female,27,149.0,55.0,25.0,98.0,40.6
182,female,20,168.0,63.0,29.0,109.0,40.7
128,male,25,182.0,85.0,25.0,101.0,40.9
48,female,54,174.0,68.0,9.0,95.0,39.4
144,female,20,175.0,74.0,24.0,108.0,40.8
81,female,42,152.0,60.0,16.0,94.0,40.2
61,male,21,193.0,86.0,12.0,102.0,40.4
160,female,20,157.0,49.0,24.0,111.0,40.1
44,male,37,189.0,97.0,11.0,88.0,39.7
156,male,26,171.0,77.0,28.0,105.0,40.7
92,female,21,136.0,45.0,16.0,102.0,40.5
89,male,21,178.0,78.0,20.0,99.0,40.5
19,female,77,155.0,62.0,4.0,85.0,38.9
180,male,45,179.0,82.0,26.0,107.0,40.6
227,male,66,178.0,85.0,26.0,112.0,40.7
21,male,66,189.0,91.0,5.0,81.0,39.1
49,female,48,162.0,65.0,10.0,92.0,40.1
11,female,32,169.0,62.0,4.0,75.0,39.2
103,female,62,144.0,47.0,18.0,95.0,40.5
198,male,30,182.0,81.0,28.0,113.0,40.7
36,male,26,180.0,76.0,11.0,90.0,40.1
57,male,57,193.0,100.0,13.0,84.0,40.1
142,male,28,177.0,78.0,22.0,110.0,40.8
101,male,32,177.0,76.0,21.0,98.0,40.6
165,male,25,179.0,76.0,30.0,105.0,40.8
149,male,43,189.0,87.0,22.0,106.0,40.5
132,male,36,186.0,89.0,22.0,103.0,40.9
86,female,25,159.0,58.0,17.0,96.0,40.2
3,male,55,184.0,88.0,1.0,78.0,37.8
204,female,38,155.0,59.0,28.0,115.0,40.4
127,female,53,168.0,63.0,22.0,99.0,40.8
117,male,49,178.0,81.0,21.0,97.0,40.8
1,male,25,194.0,93.0,2.0,69.0,37.9
25,male,24,175.0,70.0,8.0,90.0,39.3
35,female,25,158.0,56.0,9.0,85.0,39.5
125,male,21,177.0,77.0,24.0,104.0,40.6
57,male,47,210.0,110.0,12.0,88.0,40.1
7,female,20,155.0,50.0,2.0,82.0,37.9
45,male,37,173.0,80.0,9.0,97.0,39.3
30,male,35,156.0,57.0,10.0,88.0,39.5
89,female,46,184.0,79.0,17.0,97.0,40.1
55,female,49,155.0,58.0,10.0,96.0,39.9
146,female,29,169.0,63.0,24.0,106.0,40.7
54,female,28,165.0,59.0,12.0,91.0,39.8
220,male,45,182.0,84.0,28.0,113.0,41.0
147,male,31,183.0,87.0,25.0,104.0,40.4
37,female,64,159.0,58.0,9.0,81.0,39.7
201,female,39,165.0,59.0,28.0,114.0,40.9
74,female,79,149.0,54.0,13.0,93.0,40.1
192,male,69,190.0,93.0,24.0,105.0,40.5
207,male,43,176.0,79.0,26.0,115.0,41.2
192,male,66,185.0,85.0,26.0,103.0,41.2
13,male,21,200.0,94.0,6.0,81.0,39.2
36,female,39,169.0,66.0,8.0,90.0,39.6
32,male,54,167.0,69.0,8.0,87.0,39.8
169,female,21,168.0,65.0,29.0,105.0,41.2
3,male,55,181.0,87.0,1.0,75.0,37.8
195,male,60,167.0,69.0,25.0,110.0,40.5
61,female,69,172.0,69.0,11.0,95.0,39.7
60,male,41,176.0,81.0,13.0,93.0,40.3
147,male,27,198.0,105.0,21.0,110.0,40.7
105,female,54,148.0,54.0,18.0,98.0,40.3
132,female,61,162.0,68.0,21.0,103.0,40.4
70,male,66,183.0,91.0,12.0,92.0,40.1
225,female,35,152.0,51.0,29.0,119.0,40.9
115,female,27,175.0,71.0,22.0,99.0,40.8
187,female,46,151.0,51.0,28.0,107.0,41.3
141,male,28,169.0,69.0,22.0,111.0,40.8
32,female,26,161.0,60.0,9.0,82.0,39.8
36,female,58,173.0,69.0,8.0,87.0,39.7
17,female,26,162.0,56.0,5.0,81.0,39.1
174,male,26,187.0,82.0,29.0,107.0,40.2
183,male,44,179.0,81.0,28.0,105.0,40.6
119,male,24,195.0,98.0,20.0,105.0,40.6
12,male,60,176.0,82.0,3.0,83.0,38.4
89,female,70,172.0,72.0,15.0,99.0,40.3
8,female,39,148.0,48.0,2.0,85.0,38.2
57,male,44,183.0,83.0,11.0,96.0,40.1
13,male,34,171.0,71.0,5.0,83.0,39.3
69,male,69,171.0,74.0,13.0,90.0,39.6
21,female,60,160.0,65.0,5.0,83.0,39.1
37,female,54,161.0,57.0,7.0,94.0,39.2
163,male,33,187.0,87.0,26.0,106.0,40.7
42,male,20,177.0,77.0,10.0,98.0,39.8
139,female,62,167.0,65.0,22.0,103.0,40.9
20,female,73,153.0,58.0,5.0,78.0,38.9
63,female,23,166.0,58.0,12.0,98.0,40.3
71,male,74,197.0,105.0,12.0,88.0,39.7
18,female,53,154.0,57.0,4.0,86.0,38.9
203,male,50,187.0,93.0,28.0,106.0,40.9
71,male,24,193.0,99.0,20.0,89.0,40.2
43,male,26,175.0,76.0,12.0,92.0,40.3
179,female,58,159.0,61.0,25.0,111.0,41.1
3,female,62,166.0,65.0,1.0,73.0,37.9
159,male,23,193.0,93.0,29.0,103.0,41.1
42,female,28,170.0,70.0,11.0,86.0,40.1
75,female,31,176.0,68.0,15.0,96.0,40.3
32,male,29,175.0,73.0,9.0,91.0,39.7
35,male,46,195.0,95.0,10.0,82.0,40.0
97,male,21,167.0,65.0,21.0,102.0,40.5
38,female,56,153.0,50.0,9.0,82.0,39.6
38,male,75,197.0,103.0,6.0,91.0,39.1
178,male,36,190.0,95.0,27.0,106.0,40.7
114,female,66,155.0,62.0,19.0,99.0,40.5
204,female,74,173.0,78.0,30.0,107.0,40.9
13,male,23,171.0,72.0,6.0,84.0,39.4
107,male,65,186.0,85.0,17.0,96.0,40.5
115,female,25,154.0,52.0,18.0,108.0,40.5
60,male,26,178.0,79.0,12.0,101.0,40.5
59,male,34,176.0,78.0,12.0,98.0,39.7
59,female,38,163.0,66.0,11.0,98.0,39.9
44,male,20,203.0,103.0,11.0,93.0,39.8
130,female,34,181.0,72.0,23.0,102.0,41.2
187,male,74,196.0,94.0,24.0,102.0,40.7
31,female,70,161.0,62.0,6.0,90.0,39.2
72,female,20,149.0,52.0,16.0,91.0,40.4
213,female,73,149.0,55.0,30.0,107.0,41.2
79,female,44,172.0,75.0,14.0,101.0,40.0
194,male,33,178.0,82.0,30.0,108.0,41.1
157,female,60,166.0,66.0,22.0,111.0,40.6
65,male,51,195.0,89.0,12.0,94.0,39.8
181,female,67,151.0,59.0,27.0,105.0,40.8
19,male,52,178.0,85.0,6.0,79.0,39.3
116,female,37,156.0,57.0,22.0,96.0,40.6
71,male,49,178.0,85.0,15.0,91.0,40.1
125,male,54,182.0,90.0,17.0,106.0,39.8
74,female,25,163.0,63.0,15.0,96.0,39.7
134,male,35,176.0,81.0,21.0,107.0,40.3
82,female,38,145.0,49.0,17.0,91.0,40.1
93,male,33,183.0,85.0,18.0,99.0,40.5
93,female,72,177.0,70.0,16.0,97.0,40.4
115,male,69,200.0,98.0,17.0,96.0,39.9
21,male,40,177.0,84.0,7.0,82.0,39.4
126,male,27,188.0,84.0,25.0,100.0,40.8
179,female,51,169.0,70.0,28.0,106.0,40.7
169,female,20,143.0,48.0,27.0,107.0,40.6
113,female,40,172.0,71.0,20.0,101.0,40.7
163,female,41,182.0,77.0,23.0,115.0,40.6
147,female,76,142.0,49.0,23.0,99.0,40.5
185,female,38,157.0,60.0,28.0,109.0,40.7
13,male,33,165.0,72.0,6.0,81.0,39.5
186,female,37,170.0,69.0,25.0,118.0,40.7
14,female,35,169.0,66.0,5.0,75.0,39.0
121,male,58,175.0,78.0,19.0,100.0,40.6
155,male,22,196.0,96.0,29.0,102.0,40.8
165,female,45,182.0,80.0,26.0,108.0,40.8
45,male,35,169.0,76.0,12.0,90.0,40.0
59,female,40,159.0,63.0,12.0,93.0,40.2
184,male,67,191.0,90.0,24.0,104.0,40.9
57,female,41,176.0,71.0,13.0,89.0,39.9
181,male,22,195.0,95.0,29.0,108.0,41.0
71,female,44,172.0,67.0,17.0,86.0,40.5
41,male,20,183.0,80.0,11.0,94.0,40.1
50,male,45,175.0,76.0,15.0,84.0,40.5
83,male,24,179.0,81.0,19.0,97.0,40.3
110,female,79,164.0,64.0,18.0,98.0,40.2
111,male,26,197.0,97.0,20.0,102.0,40.7
11,female,59,172.0,70.0,2.0,96.0,38.6
184,female,50,175.0,75.0,25.0,116.0,40.7
58,male,40,201.0,97.0,10.0,99.0,40.0
180,male,63,154.0,62.0,28.0,101.0,40.9
24,female,46,162.0,68.0,5.0,92.0,38.8
218,female,49,156.0,56.0,29.0,115.0,40.9
17,female,20,170.0,67.0,4.0,91.0,39.0
10,male,23,192.0,91.0,7.0,76.0,39.6
81,male,37,183.0,90.0,16.0,96.0,40.2
127,female,46,187.0,82.0,24.0,98.0,40.7
129,male,66,193.0,97.0,20.0,95.0,40.6
193,female,72,169.0,71.0,29.0,105.0,41.0
88,male,55,171.0,73.0,14.0,101.0,40.0
14,female,79,145.0,46.0,3.0,83.0,38.5
20,male,24,176.0,76.0,10.0,82.0,39.8
77,female,64,166.0,64.0,13.0,99.0,40.3
187,male,64,179.0,80.0,25.0,105.0,40.4
52,female,42,177.0,77.0,10.0,97.0,39.9
85,male,55,171.0,70.0,17.0,93.0,40.3
118,male,27,179.0,72.0,22.0,104.0,41.0
3,male,22,187.0,90.0,4.0,73.0,38.9
14,male,55,180.0,89.0,4.0,81.0,38.8
4,male,26,169.0,72.0,2.0,82.0,38.3
181,female,75,154.0,58.0,29.0,99.0,41.2
72,male,74,198.0,104.0,11.0,92.0,39.7
165,male,32,177.0,82.0,27.0,106.0,40.6
54,female,27,166.0,62.0,11.0,95.0,39.7
57,male,57,171.0,78.0,14.0,85.0,40.0
111,male,56,192.0,101.0,18.0,96.0,40.3
22,male,51,191.0,94.0,6.0,82.0,38.7
14,female,60,161.0,63.0,3.0,89.0,38.3
70,female,49,155.0,54.0,14.0,91.0,40.3
14,male,30,170.0,72.0,5.0,86.0,39.0
135,female,49,164.0,66.0,23.0,101.0,40.5
76,male,37,186.0,84.0,16.0,95.0,40.2
17,female,31,165.0,62.0,5.0,80.0,38.8
76,female,53,177.0,76.0,15.0,94.0,40.1
76,male,75,177.0,85.0,11.0,97.0,39.7
123,female,74,167.0,71.0,20.0,100.0,40.6
12,male,60,204.0,114.0,3.0,78.0,38.9
96,male,70,177.0,82.0,16.0,93.0,40.2
138,female,26,158.0,58.0,23.0,105.0,40.3
124,male,64,188.0,92.0,17.0,102.0,40.4
40,female,62,172.0,75.0,9.0,87.0,39.3
63,female,29,183.0,78.0,13.0,96.0,40.1
15,female,57,151.0,54.0,4.0,79.0,38.6
181,female,38,152.0,55.0,28.0,107.0,40.9
52,female,44,161.0,55.0,11.0,90.0,39.8
89,male,35,187.0,90.0,17.0,98.0,40.2
197,female,77,179.0,74.0,29.0,106.0,40.9
13,male,22,188.0,89.0,7.0,80.0,39.2
110,female,20,178.0,75.0,21.0,101.0,40.6
50,male,24,185.0,83.0,15.0,90.0,40.5
84,male,74,182.0,88.0,14.0,91.0,39.7
26,female,67,155.0,56.0,6.0,82.0,38.7
11,male,51,182.0,86.0,2.0,94.0,38.3
45,male,26,187.0,89.0,13.0,89.0,40.1
118,male,59,191.0,89.0,21.0,93.0,40.7
104,female,51,152.0,57.0,20.0,93.0,40.6
167,female,33,159.0,55.0,27.0,105.0,40.7
146,male,62,177.0,82.0,21.0,102.0,40.7
47,female,55,177.0,75.0,9.0,95.0,39.6
52,female,53,150.0,51.0,9.0,97.0,39.6
174,female,40,149.0,53.0,27.0,106.0,41.0
93,female,22,151.0,54.0,17.0,100.0,40.2
89,male,28,187.0,85.0,23.0,92.0,40.2
9,female,46,165.0,69.0,3.0,74.0,38.5
123,male,44,183.0,85.0,17.0,109.0,40.3
7,male,54,166.0,76.0,2.0,83.0,38.3
124,male,20,181.0,80.0,27.0,100.0,40.8
131,female,34,143.0,51.0,21.0,105.0,40.7
116,female,44,169.0,67.0,20.0,101.0,40.5
55,female,65,166.0,62.0,11.0,90.0,39.6
31,male,20,196.0,92.0,10.0,88.0,39.8
35,female,33,157.0,64.0,9.0,85.0,40.0
94,male,50,208.0,112.0,18.0,90.0,40.0
6,male,33,187.0,93.0,2.0,85.0,38.0
71,female,64,162.0,70.0,13.0,95.0,40.4
42,male,24,188.0,93.0,10.0,94.0,39.6
8,female,64,164.0,61.0,2.0,79.0,38.1
169,male,67,189.0,97.0,22.0,103.0,40.7
200,female,74,163.0,64.0,29.0,106.0,40.8
129,female,25,181.0,70.0,21.0,108.0,40.2
110,male,27,200.0,104.0,22.0,97.0,40.2
34,male,26,173.0,72.0,11.0,89.0,40.2
110,female,54,157.0,54.0,18.0,101.0,40.9
29,female,42,166.0,69.0,8.0,81.0,39.4
44,female,29,153.0,49.0,10.0,88.0,39.9
210,male,53,196.0,97.0,27.0,108.0,40.9
29,female,30,176.0,73.0,9.0,80.0,39.6
156,female,39,172.0,66.0,25.0,106.0,40.6
16,male,41,188.0,82.0,5.0,84.0,39.0
43,female,35,153.0,52.0,10.0,87.0,39.6
137,female,46,169.0,68.0,20.0,111.0,40.6
144,female,24,163.0,58.0,25.0,103.0,40.9
39,male,21,177.0,75.0,16.0,86.0,40.1
48,female,21,165.0,65.0,12.0,88.0,40.1
33,male,20,196.0,95.0,10.0,89.0,40.0
49,male,52,183.0,83.0,10.0,91.0,40.1
41,male,29,171.0,76.0,13.0,88.0,40.0
79,female,72,164.0,65.0,12.0,104.0,40.1
92,female,30,153.0,56.0,20.0,91.0,40.4
90,female,64,148.0,51.0,16.0,94.0,40.0
111,female,30,165.0,64.0,20.0,101.0,40.4
23,male,68,175.0,81.0,6.0,79.0,39.3
5,male,25,177.0,82.0,2.0,85.0,38.1
5,male,21,188.0,82.0,2.0,85.0,38.1
26,male,75,173.0,79.0,5.0,87.0,38.9
45,male,67,186.0,93.0,9.0,86.0,39.7
68,male,26,179.0,71.0,16.0,97.0,40.3
138,male,36,175.0,70.0,24.0,104.0,40.3
114,male,64,178.0,75.0,20.0,94.0,40.2
20,male,77,175.0,79.0,4.0,84.0,38.8
21,female,71,168.0,65.0,5.0,81.0,38.8
12,male,60,187.0,92.0,3.0,81.0,38.8
95,male,48,196.0,101.0,16.0,97.0,40.2
20,female,29,157.0,57.0,5.0,85.0,39.4
177,female,59,181.0,78.0,29.0,103.0,41.0
91,female,39,144.0,53.0,19.0,91.0,40.7
21,female,55,174.0,74.0,5.0,85.0,39.1
24,female,43,154.0,54.0,6.0,83.0,39.0
19,female,37,154.0,61.0,5.0,82.0,39.5
27,male,45,189.0,91.0,5.0,96.0,39.1
133,male,31,190.0,96.0,25.0,99.0,40.9
48,male,78,176.0,79.0,8.0,91.0,39.5
51,female,28,157.0,59.0,10.0,96.0,39.8
70,male,50,208.0,112.0,13.0,91.0,40.3
35,male,62,178.0,85.0,8.0,84.0,39.2
41,male,26,176.0,81.0,12.0,90.0,39.7
50,male,21,188.0,93.0,14.0,91.0,40.3
38,male,21,159.0,64.0,16.0,87.0,40.3
137,male,56,174.0,82.0,21.0,101.0,40.7
107,female,63,168.0,65.0,19.0,96.0,40.3
125,female,76,181.0,76.0,22.0,96.0,40.7
33,male,30,183.0,83.0,8.0,93.0,39.7
21,female,30,173.0,62.0,5.0,87.0,39.5
11,female,23,159.0,55.0,3.0,84.0,38.4
74,male,68,179.0,85.0,13.0,91.0,40.0
198,male,37,176.0,76.0,26.0,115.0,40.5
198,female,47,169.0,69.0,28.0,113.0,40.5
168,female,76,167.0,65.0,26.0,102.0,40.9
183,female,28,149.0,53.0,28.0,109.0,41.0
45,female,23,160.0,59.0,11.0,88.0,40.2
